CustomerID,Gender,InvoiceNumber,InvoiceDate,ProductID,Quantity,Price,Total,OrderStatus,Country,TrafficSource,SessionDuration,DeviceCategory,Device,OS,DeliveryRating,ProductRating,Sales
3399,Male,60520530,2019-02-05,41,2,32.33,64.66,Completed,Switzerland,"Social Media",8.08,Computer,Laptop,Windows,4,5,64.66
2503,Male,25877286,2019-02-05,92,1,58.50,58.50,"In Process","United States","Organic Search",2.89,Computer,Desktop,Windows,2,5,0.00
1832,Male,86264346,2019-02-06,100,2,98.59,197.18,"In Process","United Kingdom","Social Media",8.95,Mobile,"Smart Phone",Android,5,5,0.00
1542,Male,84546978,2019-02-07,29,1,1.91,1.91,Completed,"United States","Organic Search",0.62,Computer,Desktop,Windows,5,5,1.91
9899,Female,81805625,2019-02-07,38,1,26.03,26.03,Rejected,Switzerland,"Organic Search",8.57,Computer,Laptop,Windows,5,3,0.00
6916,Male,76487166,2019-02-08,25,1,11.29,11.29,Completed,India,"Organic Search",5.97,Mobile,"Smart Phone",Android,5,4,11.29
2948,Male,44777671,2019-02-09,52,1,20.15,20.15,Cancelled,Egypt,"Paid Advertisment",1.18,Mobile,Tablet,Android,5,5,0.00
4190,Male,93538850,2019-02-09,89,3,37.61,112.83,Completed,Brazil,"Organic Search",4.47,Computer,Desktop,Mac,5,3,112.83
2144,Male,31528625,2019-02-10,46,1,9.88,9.88,Completed,"United Kingdom","Organic Search",9.30,Computer,Desktop,Windows,4,5,9.88
3521,Male,13262212,2019-02-10,52,2,20.15,40.30,Completed,Japan,"Organic Search",2.74,Mobile,Tablet,Windows,4,3,40.30
9149,Male,41497662,2019-02-10,73,3,30.57,91.71,Cancelled,Brazil,"Organic Search",3.81,Computer,Desktop,Linux,4,4,0.00
7281,Male,52320968,2019-02-10,78,1,19.66,19.66,Completed,Italy,"Organic Search",0.49,Computer,Desktop,Windows,4,5,19.66
1529,Male,45274559,2019-02-10,8,1,67.18,67.18,"In Process",Japan,"Organic Search",0.52,Computer,Laptop,Windows,3,4,0.00
8311,Male,72705429,2019-02-11,50,2,50.71,101.42,Completed,Germany,"Social Media",8.31,Computer,Laptop,Windows,4,4,101.42
1240,Male,66883041,2019-02-11,46,3,9.88,29.64,Completed,"South Korea","Organic Search",2.83,Mobile,Tablet,Windows,3,3,29.64
3613,Female,41983414,2019-02-12,91,2,67.48,134.96,Completed,"South Korea","Organic Search",5.69,Computer,Desktop,Windows,5,2,134.96
8579,Male,42429169,2019-02-12,80,2,77.64,155.28,Cancelled,Germany,"Organic Search",1.24,Mobile,Tablet,Windows,5,5,0.00
8528,Male,80275930,2019-02-13,52,2,20.15,40.30,Completed,Italy,"Paid Advertisment",9.68,Computer,Laptop,Windows,5,4,40.30
4499,Male,25343587,2019-02-13,22,3,41.48,124.44,Completed,Australia,"Social Media",4.44,Computer,Laptop,Windows,5,3,124.44
3811,Male,94219421,2019-02-13,21,1,98.91,98.91,Completed,Japan,"Social Media",4.59,Mobile,"Smart Phone",Android,5,4,98.91
7695,Female,57499295,2019-02-14,66,1,56.01,56.01,Completed,China,"Social Media",6.68,Computer,Desktop,Windows,5,5,56.01
2821,Male,80452262,2019-02-15,78,3,19.66,58.98,Completed,Mexico,"Organic Search",5.32,Computer,Desktop,Windows,5,4,58.98
3219,Male,53369403,2019-02-15,89,1,37.61,37.61,Completed,Italy,"Social Media",8.77,Computer,Laptop,Windows,5,5,37.61
2314,Male,87415429,2019-02-15,84,3,32.88,98.64,Completed,Mexico,"Organic Search",9.64,Computer,Laptop,Linux,5,4,98.64
6018,Male,85412978,2019-02-15,5,1,11.97,11.97,"In Process",Taiwan,"Organic Search",5.14,Mobile,"Smart Phone",Android,5,3,0.00
9304,Male,32348718,2019-02-16,82,2,5.82,11.64,Completed,Russia,"Social Media",9.17,Computer,Desktop,Mac,5,5,11.64
9993,Male,52989754,2019-02-16,5,2,11.97,23.94,Cancelled,Brazil,"Paid Advertisment",6.05,Computer,Laptop,Windows,5,2,0.00
9199,Male,49369386,2019-02-16,98,3,85.04,255.12,Cancelled,Netherlands,"Social Media",9.55,Computer,Desktop,Windows,5,4,0.00
2289,Male,13050446,2019-02-17,67,3,17.22,51.66,Cancelled,Russia,"Paid Advertisment",3.99,Computer,Desktop,Windows,2,5,0.00
6836,Male,75641745,2019-02-17,1,2,81.91,163.82,Completed,Mexico,"Social Media",2.23,Computer,Laptop,Windows,3,5,163.82
2783,Male,86200787,2019-02-18,59,3,79.57,238.71,Completed,"United States","Social Media",3.95,Mobile,Tablet,Android,1,5,238.71
8462,Male,56715045,2019-02-19,25,2,11.29,22.58,Completed,Belgium,"Organic Search",3.80,Computer,Laptop,Windows,5,5,22.58
9293,Female,39840311,2019-02-19,56,1,87.34,87.34,Completed,Egypt,"Organic Search",0.13,Computer,Laptop,Windows,5,5,87.34
5459,Male,91175672,2019-02-20,70,1,63.88,63.88,Completed,Canada,"Organic Search",4.15,Computer,Laptop,Windows,4,5,63.88
4692,Male,92723264,2019-02-20,54,1,90.78,90.78,Cancelled,France,"Social Media",8.65,Mobile,Tablet,Windows,5,3,0.00
9317,Female,77430402,2019-02-21,32,3,91.37,274.11,"In Process","United States","Social Media",8.47,Computer,Desktop,Windows,3,5,0.00
3163,Male,63194104,2019-02-22,51,3,50.59,151.77,"In Process",China,"Social Media",4.24,Computer,Laptop,Windows,5,4,0.00
8142,Female,45916741,2019-02-22,95,1,50.48,50.48,Cancelled,"United States","Organic Search",3.47,Computer,Desktop,Mac,5,5,0.00
3279,Male,80609189,2019-02-23,73,1,30.57,30.57,Cancelled,Philippines,"Organic Search",5.51,Computer,Desktop,Windows,4,4,0.00
7467,Male,40302112,2019-02-23,66,2,56.01,112.02,Completed,China,"Organic Search",7.53,Computer,Laptop,Linux,5,5,112.02
1128,Female,70062063,2019-02-24,12,2,86.11,172.22,"In Process",Switzerland,"Organic Search",4.70,Computer,Laptop,Windows,3,2,0.00
2470,Male,69991816,2019-02-24,27,1,72.93,72.93,Completed,Vietnam,"Organic Search",0.71,Computer,Desktop,Windows,5,5,72.93
6111,Male,26294854,2019-02-25,34,3,48.24,144.72,"In Process",Indonesia,"Social Media",1.39,Mobile,"Smart Phone",Windows,5,4,0.00
7540,Male,35566693,2019-02-25,32,1,91.37,91.37,"In Process",India,"Organic Search",3.13,Mobile,"Smart Phone",Android,5,4,0.00
8024,Male,12709786,2019-02-25,26,3,34.43,103.29,Completed,Canada,"Paid Advertisment",4.86,Mobile,"Smart Phone",Android,2,4,103.29
7669,Female,86454414,2019-02-26,31,1,43.50,43.50,"In Process",Italy,"Organic Search",8.33,Computer,Laptop,Windows,5,5,0.00
5055,Male,50669223,2019-02-26,4,2,32.43,64.86,Completed,Nigeria,"Organic Search",6.85,Mobile,"Smart Phone",Android,4,3,64.86
9919,Male,63221839,2019-02-27,40,3,89.85,269.55,Completed,Germany,"Social Media",5.43,Mobile,Tablet,Android,4,5,269.55
1973,Male,23855191,2019-02-27,89,1,37.61,37.61,Completed,"South Korea","Social Media",9.42,Computer,Desktop,Windows,3,5,37.61
2922,Male,44109210,2019-02-27,39,1,41.61,41.61,"In Process",Netherlands,"Organic Search",0.27,Mobile,"Smart Phone",Android,4,4,0.00
7006,Male,21302560,2019-02-27,82,3,5.82,17.46,Completed,"South Korea","Social Media",4.11,Computer,Laptop,Windows,5,5,17.46
7107,Male,13449170,2019-02-28,45,2,3.67,7.34,Cancelled,"South Korea","Organic Search",9.84,Computer,Laptop,Windows,3,5,0.00
3623,Male,98537015,2019-03-01,39,2,41.61,83.22,"In Process",Brazil,"Social Media",6.32,Computer,Desktop,Windows,4,4,0.00
3794,Male,38912453,2019-03-01,44,1,52.78,52.78,Rejected,France,"Paid Advertisment",3.78,Computer,Desktop,Windows,5,5,0.00
2305,Male,24812248,2019-03-02,53,3,7.51,22.53,Cancelled,Indonesia,"Paid Advertisment",9.45,Computer,Desktop,Windows,5,4,0.00
4761,Female,55049271,2019-03-02,18,1,1.97,1.97,Completed,Argentina,"Social Media",3.87,Computer,Desktop,Windows,5,3,1.97
6874,Female,24623839,2019-03-03,18,2,1.97,3.94,Completed,"United Kingdom","Organic Search",1.34,Computer,Laptop,Windows,5,5,3.94
8515,Male,27824082,2019-03-03,6,3,8.07,24.21,Completed,Switzerland,"Paid Advertisment",9.39,Computer,Laptop,Windows,4,4,24.21
7873,Female,11785961,2019-03-03,56,2,87.34,174.68,Completed,"South Korea","Social Media",4.90,Computer,Laptop,Windows,5,2,174.68
1742,Female,37516577,2019-03-04,86,1,93.47,93.47,Completed,"South Korea","Organic Search",2.38,Mobile,Tablet,Windows,5,5,93.47
6691,Male,24652972,2019-03-04,85,1,68.31,68.31,Completed,Mexico,"Organic Search",2.70,Computer,Desktop,Windows,5,4,68.31
6960,Female,30191945,2019-03-05,51,1,50.59,50.59,"In Process",Japan,"Social Media",2.82,Mobile,"Smart Phone",Windows,5,5,0.00
6849,Male,70476491,2019-03-05,47,1,64.64,64.64,Cancelled,India,"Organic Search",7.71,Computer,Laptop,Windows,4,5,0.00
6005,Male,72987497,2019-03-06,53,1,7.51,7.51,Cancelled,"United States","Organic Search",2.46,Mobile,Tablet,Windows,4,4,0.00
4507,Male,59202076,2019-03-07,71,3,57.53,172.59,Rejected,"South Korea","Organic Search",8.68,Computer,Desktop,Windows,5,4,0.00
4282,Female,38978082,2019-03-07,51,2,50.59,101.18,Completed,Canada,"Social Media",0.64,Computer,Laptop,Windows,5,5,101.18
4349,Male,24699973,2019-03-08,70,3,63.88,191.64,"In Process",Spain,"Social Media",2.73,Computer,Desktop,Windows,4,5,0.00
2371,Male,55541844,2019-03-08,4,2,32.43,64.86,"In Process",Spain,"Organic Search",2.05,Computer,Desktop,Windows,4,2,0.00
6483,Male,48148209,2019-03-09,39,2,41.61,83.22,Completed,Mexico,"Social Media",3.76,Computer,Desktop,Windows,5,4,83.22
9244,Female,49918538,2019-03-10,63,2,57.12,114.24,Cancelled,Germany,"Social Media",0.70,Computer,Desktop,Mac,5,5,0.00
7702,Male,89731038,2019-03-10,9,1,73.83,73.83,Completed,Canada,"Organic Search",7.90,Mobile,Tablet,iOS,4,5,73.83
8750,Male,62993008,2019-03-10,50,3,50.71,152.13,Completed,France,"Social Media",8.23,Computer,Desktop,Windows,4,5,152.13
8113,Female,53796492,2019-03-11,65,1,38.95,38.95,"In Process",Russia,"Organic Search",8.44,Computer,Laptop,Windows,5,5,0.00
2140,Male,43599668,2019-03-11,6,3,8.07,24.21,Cancelled,Vietnam,"Paid Advertisment",0.30,Computer,Laptop,Windows,5,4,0.00
1215,Female,54998773,2019-03-12,72,3,3.55,10.65,Completed,Japan,"Social Media",5.57,Computer,Laptop,Linux,3,3,10.65
2248,Male,59742198,2019-03-12,39,1,41.61,41.61,"In Process","United States","Organic Search",6.25,Mobile,"Smart Phone",Windows,5,4,0.00
6258,Male,75273264,2019-03-13,39,1,41.61,41.61,"In Process",Spain,"Social Media",0.70,Computer,Laptop,Linux,5,4,0.00
3562,Male,61783260,2019-03-14,56,3,87.34,262.02,Completed,Germany,"Social Media",0.54,Computer,Laptop,Windows,5,4,262.02
9208,Male,18053386,2019-03-14,70,2,63.88,127.76,Completed,"South Korea","Paid Advertisment",2.36,Computer,Desktop,Mac,4,2,127.76
9495,Female,26844645,2019-03-14,69,1,96.47,96.47,"In Process",Taiwan,"Organic Search",4.27,Mobile,"Smart Phone",Android,4,2,0.00
1495,Male,16077009,2019-03-14,10,2,19.34,38.68,Cancelled,Turkey,"Social Media",3.99,Computer,Desktop,Windows,3,3,0.00
9998,Male,26100713,2019-03-14,91,2,67.48,134.96,Completed,"United Kingdom","Social Media",5.04,Computer,Laptop,Windows,3,5,134.96
9395,Male,46141785,2019-03-14,90,1,21.51,21.51,Completed,China,"Organic Search",8.18,Computer,Desktop,Windows,5,4,21.51
6333,Female,17705878,2019-03-15,24,1,99.58,99.58,Cancelled,India,"Paid Advertisment",0.51,Mobile,Tablet,Windows,4,4,0.00
6634,Female,97548443,2019-03-16,66,1,56.01,56.01,Completed,Netherlands,"Organic Search",1.86,Mobile,Tablet,Android,4,5,56.01
9944,Female,94572670,2019-03-16,89,1,37.61,37.61,Completed,Italy,"Paid Advertisment",6.55,Computer,Desktop,Windows,4,5,37.61
9951,Male,17131549,2019-03-17,22,2,41.48,82.96,Completed,Vietnam,"Social Media",9.49,Computer,Desktop,Windows,3,4,82.96
2789,Male,63883927,2019-03-17,3,1,97.19,97.19,Cancelled,Spain,"Social Media",1.23,Computer,Desktop,Windows,2,3,0.00
3385,Male,66320727,2019-03-18,5,3,11.97,35.91,Completed,"United Kingdom","Organic Search",5.96,Computer,Desktop,Windows,5,5,35.91
1166,Male,50914803,2019-03-19,13,1,41.29,41.29,Completed,"United States","Social Media",7.14,Computer,Desktop,Windows,5,3,41.29
2035,Male,13683428,2019-03-19,88,2,40.95,81.90,Rejected,"United States","Organic Search",4.54,Mobile,Tablet,Windows,5,2,0.00
7387,Male,32256430,2019-03-20,49,2,99.72,199.44,"In Process",China,"Organic Search",7.64,Computer,Laptop,Linux,3,4,0.00
4289,Male,17455709,2019-03-21,36,2,48.16,96.32,Rejected,Egypt,"Organic Search",9.06,Computer,Laptop,Windows,5,4,0.00
4156,Male,56142928,2019-03-21,26,3,34.43,103.29,Completed,Japan,"Paid Advertisment",7.23,Computer,Desktop,Windows,3,5,103.29
8856,Male,73448314,2019-03-21,39,2,41.61,83.22,Completed,Canada,"Paid Advertisment",0.86,Computer,Laptop,Windows,5,4,83.22
1358,Male,89726105,2019-03-21,98,1,85.04,85.04,Completed,Australia,"Social Media",6.64,Computer,Desktop,Windows,5,5,85.04
7674,Male,52051892,2019-03-22,7,2,59.68,119.36,Completed,Mexico,"Social Media",3.95,Computer,Laptop,Linux,3,4,119.36
4725,Male,14651466,2019-03-23,45,3,3.67,11.01,Completed,Indonesia,"Organic Search",3.73,Computer,Laptop,Linux,3,5,11.01
2960,Male,20100176,2019-03-24,72,1,3.55,3.55,Rejected,Japan,"Social Media",4.58,Mobile,"Smart Phone",Android,5,4,0.00
4352,Male,37889558,2019-03-24,67,1,17.22,17.22,Completed,Canada,"Paid Advertisment",0.91,Computer,Desktop,Windows,5,5,17.22
1941,Male,63459803,2019-03-25,86,3,93.47,280.41,"In Process",Australia,"Social Media",7.84,Mobile,"Smart Phone",iOS,3,5,0.00
2279,Male,71194031,2019-03-25,67,2,17.22,34.44,"In Process",Russia,"Social Media",4.76,Computer,Laptop,Linux,5,5,0.00
4551,Male,40345595,2019-03-26,81,2,52.96,105.92,Completed,"United States","Paid Advertisment",6.34,Computer,Desktop,Windows,3,3,105.92
9101,Female,14893850,2019-03-26,96,2,36.96,73.92,Completed,Germany,"Organic Search",10.00,Computer,Laptop,Windows,5,3,73.92
4995,Male,75073824,2019-03-27,83,2,1.22,2.44,Completed,"Saudi Arabia","Social Media",2.11,Computer,Desktop,Windows,5,5,2.44
8425,Male,31808198,2019-03-27,23,3,95.72,287.16,Completed,Indonesia,"Organic Search",8.12,Computer,Laptop,Windows,3,3,287.16
9177,Male,94230696,2019-03-28,33,2,28.56,57.12,Completed,Canada,"Social Media",8.74,Mobile,Tablet,Windows,4,4,57.12
6102,Male,31392911,2019-03-28,5,2,11.97,23.94,"In Process","United Kingdom","Paid Advertisment",3.59,Mobile,"Smart Phone",Android,5,5,0.00
5336,Male,53312156,2019-03-29,37,1,11.50,11.50,Completed,Australia,"Social Media",3.97,Computer,Desktop,Windows,5,5,11.50
2918,Male,84266640,2019-03-29,94,1,17.63,17.63,Completed,"South Korea","Organic Search",5.26,Computer,Desktop,Windows,5,4,17.63
2395,Female,50513914,2019-03-29,90,3,21.51,64.53,Cancelled,Netherlands,"Organic Search",9.74,Mobile,"Smart Phone",Android,5,2,0.00
5327,Male,96949015,2019-03-30,76,2,76.67,153.34,"In Process","United States","Organic Search",2.46,Computer,Laptop,Windows,5,3,0.00
6547,Female,89655348,2019-03-30,79,2,33.28,66.56,"In Process",Mexico,"Social Media",8.61,Mobile,Tablet,Windows,2,4,0.00
6254,Male,86741273,2019-03-31,54,2,90.78,181.56,Cancelled,Germany,"Organic Search",5.52,Computer,Laptop,Windows,5,5,0.00
2131,Male,16010723,2019-04-01,66,2,56.01,112.02,Completed,Spain,"Social Media",6.86,Computer,Desktop,Mac,5,5,112.02
3406,Female,44187245,2019-04-01,41,1,32.33,32.33,Completed,Switzerland,"Paid Advertisment",2.90,Mobile,"Smart Phone",Windows,5,5,32.33
8333,Male,26120474,2019-04-02,94,1,17.63,17.63,Completed,Japan,"Social Media",6.64,Mobile,"Smart Phone",Windows,5,3,17.63
2954,Male,95369856,2019-04-03,22,3,41.48,124.44,Cancelled,France,"Organic Search",2.10,Computer,Desktop,Windows,4,5,0.00
2629,Male,89702444,2019-04-03,84,3,32.88,98.64,Completed,Taiwan,"Organic Search",2.33,Computer,Desktop,Mac,5,5,98.64
2965,Female,33146638,2019-04-04,60,3,91.28,273.84,Completed,Russia,"Social Media",0.11,Computer,Desktop,Windows,3,4,273.84
5999,Male,85871926,2019-04-05,76,2,76.67,153.34,Completed,Mexico,"Organic Search",0.31,Computer,Desktop,Windows,5,4,153.34
5435,Male,51489078,2019-04-05,78,2,19.66,39.32,Cancelled,Indonesia,"Organic Search",6.15,Computer,Desktop,Windows,5,5,0.00
8469,Male,43799147,2019-04-05,61,1,70.34,70.34,Cancelled,Mexico,"Social Media",4.59,Computer,Desktop,Windows,5,5,0.00
9732,Male,73642738,2019-04-05,5,1,11.97,11.97,Completed,"United States","Organic Search",8.85,Computer,Desktop,Windows,4,5,11.97
6460,Male,50844491,2019-04-06,46,1,9.88,9.88,"In Process","United States","Social Media",4.87,Computer,Desktop,Windows,4,4,0.00
4313,Female,45010780,2019-04-07,57,1,13.08,13.08,Cancelled,Vietnam,"Organic Search",9.44,Computer,Laptop,Windows,3,5,0.00
6498,Male,41372323,2019-04-07,35,2,78.78,157.56,Completed,Netherlands,"Social Media",6.35,Computer,Laptop,Linux,4,5,157.56
